Genus,Species,Abundance,ID,Date,Transect,Site
Platygyra,Platygyra pini,2,291,2/4/2005,5,South and Palfrey
Platygyra,Platygyra daedalea,1,291,2/4/2005,5,South and Palfrey
Platygyra,Platygyra lamellina,1,291,2/4/2005,5,South and Palfrey
Leptoria,Leptoria phrygia,2,291,2/4/2005,5,South and Palfrey
Montastrea,Montastrea curta,2,291,2/4/2005,5,South and Palfrey
Cyphastrea,Cyphastrea serailia,1,291,2/4/2005,5,South and Palfrey
Cyphastrea,Cyphastrea microphthalma,1,291,2/4/2005,5,South and Palfrey
Goniastrea,Goniastrea favulus,2,291,2/4/2005,5,South and Palfrey
Herpolitha,Herpolitha limax,1,291,2/4/2005,5,South and Palfrey
Leptastrea,Leptastrea purpurea,1,291,2/4/2005,5,South and Palfrey
Porites,Porites massive,20,291,2/4/2005,5,South and Palfrey
Acropora,Acropora humilis,4,103,1 /25/2005,2,South and Palfrey
Acropora,Acropora gemmifera,5,103,1 /25/2005,2,South and Palfrey
Acropora,Acropora fat dig,13,103,1 /25/2005,2,South and Palfrey
Acropora,Acropora nasuta,12,103,1 /25/2005,2,South and Palfrey
Acropora,Acropora valida,3,103,1 /25/2005,2,South and Palfrey
Acropora,Acropora secale,1,103,1 /25/2005,2,South and Palfrey
Acropora,Acropora muricata,1,103,1 /25/2005,2,South and Palfrey
Acropora,Acropora robusta,3,103,1 /25/2005,2,South and Palfrey
Acropora,Acropora intermedia,4,103,1 /25/2005,2,South and Palfrey
Acropora,Acropora millepora,5,103,1 /25/2005,2,South and Palfrey
Acropora,Acropora sarmentosa,1,103,1 /25/2005,2,South and Palfrey
Acropora,Acropora hyacinthus,26,103,1 /25/2005,2,South and Palfrey
Acropora,Acropora palifera,8,103,1 /25/2005,2,South and Palfrey
Acropora,Acropora cuneata,9,103,1 /25/2005,2,South and Palfrey
Acropora,Acropora anthocercis,1,103,1 /25/2005,2,South and Palfrey
Montipora,Montipora grisea,2,103,1 /25/2005,2,South and Palfrey
Pocillopora,Pocillopora damicornis,4,103,1 /25/2005,2,South and Palfrey
Pocillopora,Pocillopora verrucosa,9,103,1 /25/2005,2,South and Palfrey
Pocillopora,Pocillopora eydouxi,1,103,1 /25/2005,2,South and Palfrey
Stylophora,Stylophora pistillata,1,103,1 /25/2005,2,South and Palfrey
Merulina,Merulina ampliata,1,103,1 /25/2005,2,South and Palfrey
Symphyllia,Symphyllia radians,1,103,1 /25/2005,2,South and Palfrey
Symphyllia,Symphyllia recta,1,103,1 /25/2005,2,South and Palfrey
Favites,Favites pentagona,1,103,1 /25/2005,2,South and Palfrey
Favites,Favites halicora,1,103,1 /25/2005,2,South and Palfrey
Favites,Favites abdita,1,103,1 /25/2005,2,South and Palfrey
Favites,Favites flexuosa,3,103,1 /25/2005,2,South and Palfrey
Goniastrea,Goniastrea retiformis,8,103,1 /25/2005,2,South and Palfrey
Galaxea,Galaxea fascicularis,1,103,1 /25/2005,2,South and Palfrey
Porites,Porites massive,17,103,1 /25/2005,2,South and Palfrey
Acropora,Acropora digitifera,2,103,1 /25/2005,2,South and Palfrey
Acropora,Acropora humilis,3,104,1 /25/2005,1,South and Palfrey
Acropora,Acropora gemmifera,2,104,1 /25/2005,1,South and Palfrey
Acropora,Acropora fat dig,16,104,1 /25/2005,1,South and Palfrey
Acropora,Acropora monticulosa,3,104,1 /25/2005,1,South and Palfrey
Acropora,Acropora digitifera,1,104,1 /25/2005,1,South and Palfrey
Acropora,Acropora nasuta,3,104,1 /25/2005,1,South and Palfrey
Acropora,Acropora cerealis,1,104,1 /25/2005,1,South and Palfrey
Acropora,Acropora valida,15,104,1 /25/2005,1,South and Palfrey
Acropora,Acropora secale,2,104,1 /25/2005,1,South and Palfrey
Acropora,Acropora muricata,1,104,1 /25/2005,1,South and Palfrey
Acropora,Acropora robusta,2,104,1 /25/2005,1,South and Palfrey
Acropora,Acropora millepora,1,104,1 /25/2005,1,South and Palfrey
Acropora,Acropora hyacinthus,12,104,1 /25/2005,1,South and Palfrey
Acropora,Acropora palifera,8,104,1 /25/2005,1,South and Palfrey
Acropora,Acropora cuneata,9,104,1 /25/2005,1,South and Palfrey
Montipora,Montipora grisea,1,104,1 /25/2005,1,South and Palfrey
Pocillopora,Pocillopora damicornis,2,104,1 /25/2005,1,South and Palfrey
Pocillopora,Pocillopora verrucosa,4,104,1 /25/2005,1,South and Palfrey
Hydnophora,Hydnophora exesa,2,104,1 /25/2005,1,South and Palfrey
Merulina,Merulina ampliata,1,104,1 /25/2005,1,South and Palfrey
Symphyllia,Symphyllia radians,1,104,1 /25/2005,1,South and Palfrey
Acanthastrea,Acanthastrea hemprichii,1,104,1 /25/2005,1,South and Palfrey
Favia,Favia matthaii,1,104,1 /25/2005,1,South and Palfrey
Favites,Favites abdita,1,104,1 /25/2005,1,South and Palfrey
Favites,Favites flexuosa,1,104,1 /25/2005,1,South and Palfrey
Goniastrea,Goniastrea retiformis,8,104,1 /25/2005,1,South and Palfrey
Goniastrea,Goniastrea pectinata,1,104,1 /25/2005,1,South and Palfrey
Platygyra,Platygyra sinensis,1,104,1 /25/2005,1,South and Palfrey
Platygyra,Platygyra daedalea,1,104,1 /25/2005,1,South and Palfrey
Montastrea,Montastrea curta,3,104,1 /25/2005,1,South and Palfrey
Montastrea,Montastrea annuligera,1,104,1 /25/2005,1,South and Palfrey
Goniastrea,Goniastrea australensis,1,104,1 /25/2005,1,South and Palfrey
Diploastrea,Diploastrea heliopora,1,104,1 /25/2005,1,South and Palfrey
Porites,Porites massive,11,104,1 /25/2005,1,South and Palfrey
Acropora,Acropora humilis,3,105,1 /25/2005,1,South and Palfrey
Acropora,Acropora fat dig,7,105,1 /25/2005,1,South and Palfrey
Acropora,Acropora monticulosa,1,105,1 /25/2005,1,South and Palfrey
Acropora,Acropora digitifera,2,105,1 /25/2005,1,South and Palfrey
Acropora,Acropora nasuta,2,105,1 /25/2005,1,South and Palfrey
Acropora,Acropora intermedia,2,105,1 /25/2005,1,South and Palfrey
Acropora,Acropora millepora,1,105,1 /25/2005,1,South and Palfrey
Acropora,Acropora spathulata,1,105,1 /25/2005,1,South and Palfrey
Acropora,Acropora sarmentosa,1,105,1 /25/2005,1,South and Palfrey
Acropora,Acropora hyacinthus,15,105,1 /25/2005,1,South and Palfrey
Acropora,Acropora cytherea,1,105,1 /25/2005,1,South and Palfrey
Acropora,Acropora palifera,9,105,1 /25/2005,1,South and Palfrey
Acropora,Acropora cuneata,5,105,1 /25/2005,1,South and Palfrey
Pocillopora,Pocillopora damicornis,3,105,1 /25/2005,1,South and Palfrey
Pocillopora,Pocillopora verrucosa,6,105,1 /25/2005,1,South and Palfrey
Merulina,Merulina ampliata,1,105,1 /25/2005,1,South and Palfrey
Symphyllia,Symphyllia recta,1,105,1 /25/2005,1,South and Palfrey
Favia,Favia stelligera,2,105,1 /25/2005,1,South and Palfrey
Favites,Favites halicora,1,105,1 /25/2005,1,South and Palfrey
Goniastrea,Goniastrea retiformis,4,105,1 /25/2005,1,South and Palfrey
Leptoria,Leptoria phrygia,1,105,1 /25/2005,1,South and Palfrey
Montastrea,Montastrea curta,1,105,1 /25/2005,1,South and Palfrey
Cyphastrea,Cyphastrea microphthalma,1,105,1 /25/2005,1,South and Palfrey
Porites,Porites massive,4,105,1 /25/2005,1,South and Palfrey
Favites,Favites abdita,3,105,1 /25/2005,1,South and Palfrey
Acropora,Acropora humilis,1,106,1 /25/2005,2,South and Palfrey
Acropora,Acropora gemmifera,2,106,1 /25/2005,2,South and Palfrey
Acropora,Acropora fat dig,8,106,1 /25/2005,2,South and Palfrey
Acropora,Acropora monticulosa,1,106,1 /25/2005,2,South and Palfrey
Acropora,Acropora digitifera,3,106,1 /25/2005,2,South and Palfrey
Acropora,Acropora nasuta,2,106,1 /25/2005,2,South and Palfrey
Acropora,Acropora valida,6,106,1 /25/2005,2,South and Palfrey
Acropora,Acropora muricata,1,106,1 /25/2005,2,South and Palfrey
Acropora,Acropora intermedia,1,106,1 /25/2005,2,South and Palfrey
Acropora,Acropora hyacinthus,5,106,1 /25/2005,2,South and Palfrey
Acropora,Acropora palifera,3,106,1 /25/2005,2,South and Palfrey
Acropora,Acropora cuneata,7,106,1 /25/2005,2,South and Palfrey
Montipora,Montipora grisea,1,106,1 /25/2005,2,South and Palfrey
Seriatopora,Seriatopora caliendrum,1,106,1 /25/2005,2,South and Palfrey
Pocillopora,Pocillopora damicornis,1,106,1 /25/2005,2,South and Palfrey
Pocillopora,Pocillopora verrucosa,2,106,1 /25/2005,2,South and Palfrey
Galaxea,Galaxea fascicularis,2,106,1 /25/2005,2,South and Palfrey
Merulina,Merulina ampliata,1,106,1 /25/2005,2,South and Palfrey
Symphyllia,Symphyllia radians,2,106,1 /25/2005,2,South and Palfrey
Favia,Favia stelligera,1,106,1 /25/2005,2,South and Palfrey
Favites,Favites halicora,4,106,1 /25/2005,2,South and Palfrey
Favites,Favites abdita,2,106,1 /25/2005,2,South and Palfrey
Favites,Favites flexuosa,1,106,1 /25/2005,2,South and Palfrey
Goniastrea,Goniastrea retiformis,5,106,1 /25/2005,2,South and Palfrey
Montastrea,Montastrea curta,2,106,1 /25/2005,2,South and Palfrey
Montastrea,Montastrea annuligera,1,106,1 /25/2005,2,South and Palfrey
Montastrea,Montastrea valenciennesi,1,106,1 /25/2005,2,South and Palfrey
Porites,Porites massive,2,106,1 /25/2005,2,South and Palfrey
Hydnophora,Hydnophora microconos,1,107,1 /25/2005,3,South and Palfrey
Acropora,Acropora humilis,1,107,1 /25/2005,3,South and Palfrey
Acropora,Acropora fat dig,10,107,1 /25/2005,3,South and Palfrey
Acropora,Acropora digitifera,2,107,1 /25/2005,3,South and Palfrey
Acropora,Acropora nasuta,3,107,1 /25/2005,3,South and Palfrey
Acropora,Acropora valida,4,107,1 /25/2005,3,South and Palfrey
Acropora,Acropora secale,1,107,1 /25/2005,3,South and Palfrey
Acropora,Acropora robusta,3,107,1 /25/2005,3,South and Palfrey
Acropora,Acropora intermedia,1,107,1 /25/2005,3,South and Palfrey
Acropora,Acropora tenuis,1,107,1 /25/2005,3,South and Palfrey
Acropora,Acropora millepora,1,107,1 /25/2005,3,South and Palfrey
Acropora,Acropora spathulata,2,107,1 /25/2005,3,South and Palfrey
Acropora,Acropora hyacinthus,8,107,1 /25/2005,3,South and Palfrey
Acropora,Acropora palifera,3,107,1 /25/2005,3,South and Palfrey
Acropora,Acropora cuneata,3,107,1 /25/2005,3,South and Palfrey
Montipora,Montipora monasteriata,1,107,1 /25/2005,3,South and Palfrey
Pocillopora,Pocillopora damicornis,3,107,1 /25/2005,3,South and Palfrey
Pocillopora,Pocillopora verrucosa,5,107,1 /25/2005,3,South and Palfrey
Pocillopora,Pocillopora eydouxi,1,107,1 /25/2005,3,South and Palfrey
Galaxeal,Galaxea fascicularis,1,107,1 /25/2005,3,South and Palfrey
Hydnophora,Hydnophora exesa,1,107,1 /25/2005,3,South and Palfrey
Merulina,Merulina ampliata,1,107,1 /25/2005,3,South and Palfrey
Favia,Favia matthaii,1,107,1 /25/2005,3,South and Palfrey
Favites,Favites halicora,2,107,1 /25/2005,3,South and Palfrey
Favites,Favites abdita,1,107,1 /25/2005,3,South and Palfrey
Goniastrea,Goniastrea retiformis,3,107,1 /25/2005,3,South and Palfrey
Goniastrea,Goniastrea aspera,2,107,1 /25/2005,3,South and Palfrey
Leptoria,Leptoria phrygia,1,107,1 /25/2005,3,South and Palfrey
Porites,Porites massive,8,107,1 /25/2005,3,South and Palfrey
Acropora,Acropora humilis,3,173,1 /29/2005,1,South and Palfrey
Acropora,Acropora fat dig,4,173,1 /29/2005,1,South and Palfrey
Acropora,Acropora nasuta,4,173,1 /29/2005,1,South and Palfrey
Acropora,Acropora valida,6,173,1 /29/2005,1,South and Palfrey
Acropora,Acropora secale,1,173,1 /29/2005,1,South and Palfrey
Acropora,Acropora intermedia,5,173,1 /29/2005,1,South and Palfrey
Acropora,Acropora millepora,1,173,1 /29/2005,1,South and Palfrey
Acropora,Acropora spathulata,1,173,1 /29/2005,1,South and Palfrey
Acropora,Acropora hyacinthus,3,173,1 /29/2005,1,South and Palfrey
Acropora,Acropora cuneata,12,173,1 /29/2005,1,South and Palfrey
Acropora,Acropora nana,1,173,1 /29/2005,1,South and Palfrey
Astreopora,Astreopora myriophthalma,1,173,1 /29/2005,1,South and Palfrey
Montipora,Montipora monasteriata,11,173,1 /29/2005,1,South and Palfrey
Pocillopora,Pocillopora damicornis,11,173,1 /29/2005,1,South and Palfrey
Pocillopora,Pocillopora verrucosa,2,173,1 /29/2005,1,South and Palfrey
Stylophora,Stylophora pistillata,1,173,1 /29/2005,1,South and Palfrey
Symphyllia,Symphyllia radians,2,173,1 /29/2005,1,South and Palfrey
Favia,Favia stelligera,2,173,1 /29/2005,1,South and Palfrey
Favia,Favia pallida,3,173,1 /29/2005,1,South and Palfrey
Favites,Favites halicora,4,173,1 /29/2005,1,South and Palfrey
Favites,Favites abdita,2,173,1 /29/2005,1,South and Palfrey
Favites,Favites flexuosa,2,173,1 /29/2005,1,South and Palfrey
Goniastrea,Goniastrea edwardsi,2,173,1 /29/2005,1,South and Palfrey
Goniastrea,Goniastrea retiformis,8,173,1 /29/2005,1,South and Palfrey
Goniastrea,Goniastrea aspera,4,173,1 /29/2005,1,South and Palfrey
Platygyra,Platygyra pini,1,173,1 /29/2005,1,South and Palfrey
Platygyra,Platygyra daedalea,2,173,1 /29/2005,1,South and Palfrey
Platygyra,Platygyra lamellina,3,173,1 /29/2005,1,South and Palfrey
Leptoria,Leptoria phrygia,1,173,1 /29/2005,1,South and Palfrey
Montastrea,Montastrea curta,1,173,1 /29/2005,1,South and Palfrey
Echinopora,Echinopora gemmacea,4,173,1 /29/2005,1,South and Palfrey
Porites,Porites massive,15,173,1 /29/2005,1,South and Palfrey
Platygyra,Platygyra lamellina,2,217,1 /31/2005,1,South and Palfrey
Leptoria,Leptoria phrygia,2,217,1 /31/2005,1,South and Palfrey
Montastrea,Montastrea curta,3,217,1 /31/2005,1,South and Palfrey
Psammocora,Psammocora digitata,1,217,1 /31/2005,1,South and Palfrey
Echinopora,Echinopora gemmacea,1,217,1 /31/2005,1,South and Palfrey
Pavona,Pavona varians,1,217,1 /31/2005,1,South and Palfrey
Porites,Porites massive,25,217,1 /31/2005,1,South and Palfrey
Acropora,Acropora humilis,2,217,1 /31/2005,1,South and Palfrey
Acropora,Acropora gemmifera,4,217,1 /31/2005,1,South and Palfrey
Acropora,Acropora fat dig,15,217,1 /31/2005,1,South and Palfrey
Acropora,Acropora monticulosa,3,217,1 /31/2005,1,South and Palfrey
Acropora,Acropora digitifera,5,217,1 /31/2005,1,South and Palfrey
Acropora,Acropora nasuta,4,217,1 /31/2005,1,South and Palfrey
Acropora,Acropora valida,7,217,1 /31/2005,1,South and Palfrey
Acropora,Acropora lutkeni,1,217,1 /31/2005,1,South and Palfrey
Acropora,Acropora robusta,1,217,1 /31/2005,1,South and Palfrey
Acropora,Acropora intermedia,4,217,1 /31/2005,1,South and Palfrey
Acropora,Acropora millepora,1,217,1 /31/2005,1,South and Palfrey
Acropora,Acropora spathulata,2,217,1 /31/2005,1,South and Palfrey
Acropora,Acropora hyacinthus,14,217,1 /31/2005,1,South and Palfrey
Acropora,Acropora loripes,6,217,1 /31/2005,1,South and Palfrey
Acropora,Acropora palifera,5,217,1 /31/2005,1,South and Palfrey
Acropora,Acropora cuneata,20,217,1 /31/2005,1,South and Palfrey
Acropora,Acropora anthocercis,1,217,1 /31/2005,1,South and Palfrey
Acropora,Acropora microclados,1,217,1 /31/2005,1,South and Palfrey
Montipora,Montipora crassituberculata,4,217,1 /31/2005,1,South and Palfrey
Montipora,Montipora monasteriata,9,217,1 /31/2005,1,South and Palfrey
Montipora,Montipora grisea,1,217,1 /31/2005,1,South and Palfrey
Pocillopora,Pocillopora damicornis,13,217,1 /31/2005,1,South and Palfrey
Pocillopora,Pocillopora verrucosa,1,217,1 /31/2005,1,South and Palfrey
Galaxea,Galaxea fascicularis,1,217,1 /31/2005,1,South and Palfrey
Hydnophora,Hydnophora microconos,1,217,1 /31/2005,1,South and Palfrey
Favia,Favia stelligera,1,217,1 /31/2005,1,South and Palfrey
Favia,Favia pallida,1,217,1 /31/2005,1,South and Palfrey
Favites,Favites pentagona,1,217,1 /31/2005,1,South and Palfrey
Favites,Favites halicora,7,217,1 /31/2005,1,South and Palfrey
Favites,Favites abdita,2,217,1 /31/2005,1,South and Palfrey
Favites,Favites flexuosa,3,217,1 /31/2005,1,South and Palfrey
Goniastrea,Goniastrea edwardsi,2,217,1 /31/2005,1,South and Palfrey
Goniastrea,Goniastrea retiformis,14,217,1 /31/2005,1,South and Palfrey
Goniastrea,Goniastrea aspera,5,217,1 /31/2005,1,South and Palfrey
Platygyra,Platygyra sinensis,2,217,1 /31/2005,1,South and Palfrey
Platygyra,Platygyra daedalea,3,217,1 /31/2005,1,South and Palfrey
Acropora,Acropora humilis,5,218,1 /31/2005,2,South and Palfrey
Acropora,Acropora gemmifera,7,218,1 /31/2005,2,South and Palfrey
Acropora,Acropora fat dig,10,218,1 /31/2005,2,South and Palfrey
Acropora,Acropora monticulosa,1,218,1 /31/2005,2,South and Palfrey
Acropora,Acropora digitifera,3,218,1 /31/2005,2,South and Palfrey
Acropora,Acropora nasuta,10,218,1 /31/2005,2,South and Palfrey
Acropora,Acropora valida,7,218,1 /31/2005,2,South and Palfrey
Acropora,Acropora lutkeni,1,218,1 /31/2005,2,South and Palfrey
Acropora,Acropora robusta,3,218,1 /31/2005,2,South and Palfrey
Acropora,Acropora intermedia,11,218,1 /31/2005,2,South and Palfrey
Acropora,Acropora tenuis,1,218,1 /31/2005,2,South and Palfrey
Acropora,Acropora yongei,1,218,1 /31/2005,2,South and Palfrey
Acropora,Acropora millepora,2,218,1 /31/2005,2,South and Palfrey
Acropora,Acropora spathulata,2,218,1 /31/2005,2,South and Palfrey
Acropora,Acropora sarmentosa,1,218,1 /31/2005,2,South and Palfrey
Acropora,Acropora hyacinthus,12,218,1 /31/2005,2,South and Palfrey
Acropora,Acropora cytherea,1,218,1 /31/2005,2,South and Palfrey
Acropora,Acropora loripes,1,218,1 /31/2005,2,South and Palfrey
Acropora,Acropora palifera,1,218,1 /31/2005,2,South and Palfrey
Acropora,Acropora cuneata,19,218,1 /31/2005,2,South and Palfrey
Acropora,Acropora florida,2,218,1 /31/2005,2,South and Palfrey
Acropora,Acropora verweyi,1,218,1 /31/2005,2,South and Palfrey
Astreopora,Astreopora myriophthalma,1,218,1 /31/2005,2,South and Palfrey
Montipora,Montipora crassituberculata,2,218,1 /31/2005,2,South and Palfrey
Montipora,Montipora monasteriata,9,218,1 /31/2005,2,South and Palfrey
Montipora,Montipora grisea,4,218,1 /31/2005,2,South and Palfrey
Montipora,Montipora caliculata,1,218,1 /31/2005,2,South and Palfrey
Pocillopora,Pocillopora damicornis,16,218,1 /31/2005,2,South and Palfrey
Pocillopora,Pocillopora verrucosa,2,218,1 /31/2005,2,South and Palfrey
Pocillopora,Pocillopora eydouxi,1,218,1 /31/2005,2,South and Palfrey
Galaxea,Galaxea fascicularis,2,218,1 /31/2005,2,South and Palfrey
Hydnophora,Hydnophora exesa,1,218,1 /31/2005,2,South and Palfrey
Hydnophora,Hydnophora microconos,1,218,1 /31/2005,2,South and Palfrey
Symphyllia,Symphyllia radians,1,218,1 /31/2005,2,South and Palfrey
Favia,Favia stelligera,2,218,1 /31/2005,2,South and Palfrey
Favia,Favia matthaii,1,218,1 /31/2005,2,South and Palfrey
Favia,Favia pallida,1,218,1 /31/2005,2,South and Palfrey
Favites,Favites pentagona,2,218,1 /31/2005,2,South and Palfrey
Favites,Favites halicora,14,218,1 /31/2005,2,South and Palfrey
Favites,Favites abdita,2,218,1 /31/2005,2,South and Palfrey
Favites,Favites flexuosa,2,218,1 /31/2005,2,South and Palfrey
Goniastrea,Goniastrea edwardsi,3,218,1 /31/2005,2,South and Palfrey
Goniastrea,Goniastrea retiformis,13,218,1 /31/2005,2,South and Palfrey
Goniastrea,Goniastrea aspera,5,218,1 /31/2005,2,South and Palfrey
Platygyra,Platygyra pini,1,218,1 /31/2005,2,South and Palfrey
Platygyra,Platygyra sinensis,2,218,1 /31/2005,2,South and Palfrey
Platygyra,Platygyra daedalea,7,218,1 /31/2005,2,South and Palfrey
Montastrea,Montastrea curta,1,218,1 /31/2005,2,South and Palfrey
Montastrea,Montastrea annuligera,1,218,1 /31/2005,2,South and Palfrey
Cyphastrea,Cyphastrea serailia,3,218,1 /31/2005,2,South and Palfrey
Echinopora,Echinopora lamellosa,1,218,1 /31/2005,2,South and Palfrey
Goniopora,goniopora tenuidens,1,218,1 /31/2005,2,South and Palfrey
Acanthastrea,Acanthastrea echinata,1,218,1 /31/2005,2,South and Palfrey
Fungia,Fungia fungites,2,218,1 /31/2005,2,South and Palfrey
Porites,Porites massive,31,218,1 /31/2005,2,South and Palfrey
Acropora,Acropora abrotanoides,1,218,1 /31/2005,2,South and Palfrey
Acropora,Acropora humilis,1,224,2/1/2005,1,South and Palfrey
Acropora,Acropora gemmifera,3,224,2/1/2005,1,South and Palfrey
Acropora,Acropora fat dig,7,224,2/1/2005,1,South and Palfrey
Acropora,Acropora digitifera,2,224,2/1/2005,1,South and Palfrey
Acropora,Acropora nasuta,10,224,2/1/2005,1,South and Palfrey
Acropora,Acropora valida,10,224,2/1/2005,1,South and Palfrey
Acropora,Acropora muricata,4,224,2/1/2005,1,South and Palfrey
Acropora,Acropora intermedia,6,224,2/1/2005,1,South and Palfrey
Acropora,Acropora robusta,1,224,2/1/2005,1,South and Palfrey
Acropora,Acropora yongei,1,224,2/1/2005,1,South and Palfrey
Acropora,Acropora tenuis,1,224,2/1/2005,1,South and Palfrey
Acropora,Acropora spathulata,2,224,2/1/2005,1,South and Palfrey
Acropora,Acropora sarmentosa,1,224,2/1/2005,1,South and Palfrey
Acropora,Acropora hyacinthus,19,224,2/1/2005,1,South and Palfrey
Acropora,Acropora loripes,1,224,2/1/2005,1,South and Palfrey
Acropora,Acropora cuneata,5,224,2/1/2005,1,South and Palfrey
Acropora,Acropora anthocercis,1,224,2/1/2005,1,South and Palfrey
Montipora,Montipora crassituberculata,2,224,2/1/2005,1,South and Palfrey
Montipora,Montipora monasteriata,4,224,2/1/2005,1,South and Palfrey
Montipora,Montipora grisea,1,224,2/1/2005,1,South and Palfrey
Pocillopora,Pocillopora damicornis,9,224,2/1/2005,1,South and Palfrey
Pocillopora,Pocillopora verrucosa,1,224,2/1/2005,1,South and Palfrey
Galaxea,Galaxea fascicularis,1,224,2/1/2005,1,South and Palfrey
Symphyllia,Symphyllia radians,1,224,2/1/2005,1,South and Palfrey
Symphyllia,Symphyllia recta,1,224,2/1/2005,1,South and Palfrey
Favia,Favia pallida,2,224,2/1/2005,1,South and Palfrey
Favites,Favites pentagona,1,224,2/1/2005,1,South and Palfrey
Favites,Favites halicora,4,224,2/1/2005,1,South and Palfrey
Goniastrea,Goniastrea retiformis,4,224,2/1/2005,1,South and Palfrey
Platygyra,Platygyra pini,1,224,2/1/2005,1,South and Palfrey
Platygyra,Platygyra daedalea,1,224,2/1/2005,1,South and Palfrey
Platygyra,Platygyra lamellina,1,224,2/1/2005,1,South and Palfrey
Leptoria,Leptoria phrygia,3,224,2/1/2005,1,South and Palfrey
Montastrea,Montastrea curta,3,224,2/1/2005,1,South and Palfrey
Montastrea,Montastrea annuligera,1,224,2/1/2005,1,South and Palfrey
Cyphastrea,Cyphastrea microphthalma,1,224,2/1/2005,1,South and Palfrey
Echinopora,Echinopora gemmacea,1,224,2/1/2005,1,South and Palfrey
Echinopora,Echinopora horrida,1,224,2/1/2005,1,South and Palfrey
Porites,Porites massive,12,224,2/1/2005,1,South and Palfrey
Acropora,Acropora humilis,2,225,2/1/2005,2,South and Palfrey
Acropora,Acropora gemmifera,4,225,2/1/2005,2,South and Palfrey
Acropora,Acropora fat dig,8,225,2/1/2005,2,South and Palfrey
Acropora,Acropora digitifera,1,225,2/1/2005,2,South and Palfrey
Acropora,Acropora nasuta,9,225,2/1/2005,2,South and Palfrey
Acropora,Acropora valida,18,225,2/1/2005,2,South and Palfrey
Acropora,Acropora muricata,2,225,2/1/2005,2,South and Palfrey
Acropora,Acropora intermedia,7,225,2/1/2005,2,South and Palfrey
Acropora,Acropora millepora,1,225,2/1/2005,2,South and Palfrey
Acropora,Acropora spathulata,3,225,2/1/2005,2,South and Palfrey
Acropora,Acropora hyacinthus,10,225,2/1/2005,2,South and Palfrey
Acropora,Acropora cuneata,10,225,2/1/2005,2,South and Palfrey
Montipora,Montipora crassituberculata,2,225,2/1/2005,2,South and Palfrey
Montipora,Montipora monasteriata,3,225,2/1/2005,2,South and Palfrey
Montipora,Montipora grisea,3,225,2/1/2005,2,South and Palfrey
Pocillopora,Pocillopora damicornis,9,225,2/1/2005,2,South and Palfrey
Pocillopora,Pocillopora verrucosa,1,225,2/1/2005,2,South and Palfrey
Coscinaraea,Coscinaraea columna,1,225,2/1/2005,2,South and Palfrey
Favia,Favia stelligera,2,225,2/1/2005,2,South and Palfrey
Favia,Favia pallida,1,225,2/1/2005,2,South and Palfrey
Favites,Favites halicora,3,225,2/1/2005,2,South and Palfrey
Favites,Favites abdita,4,225,2/1/2005,2,South and Palfrey
Favites,Favites flexuosa,1,225,2/1/2005,2,South and Palfrey
Goniastrea,Goniastrea retiformis,9,225,2/1/2005,2,South and Palfrey
Goniastrea,Goniastrea aspera,3,225,2/1/2005,2,South and Palfrey
Platygyra,Platygyra pini,1,225,2/1/2005,2,South and Palfrey
Platygyra,Platygyra sinensis,2,225,2/1/2005,2,South and Palfrey
Platygyra,Platygyra daedalea,4,225,2/1/2005,2,South and Palfrey
Platygyra,Platygyra lamellina,2,225,2/1/2005,2,South and Palfrey
Leptoria,Leptoria phrygia,2,225,2/1/2005,2,South and Palfrey
Montastrea,Montastrea annuligera,1,225,2/1/2005,2,South and Palfrey
Leptastrea,Leptastrea purpurea,1,225,2/1/2005,2,South and Palfrey
Cyphastrea,Cyphastrea serailia,3,225,2/1/2005,2,South and Palfrey
Echinopora,Echinopora gemmacea,1,225,2/1/2005,2,South and Palfrey
Acanthastrea,Acanthastrea echinata,1,225,2/1/2005,2,South and Palfrey
Pavona,Pavona venosa,1,225,2/1/2005,2,South and Palfrey
Porites,Porites massive,15,225,2/1/2005,2,South and Palfrey
Acropora,Acropora humilis,5,270,2/3/2005,1,South and Palfrey
Acropora,Acropora gemmifera,7,270,2/3/2005,1,South and Palfrey
Acropora,Acropora fat dig,19,270,2/3/2005,1,South and Palfrey
Acropora,Acropora monticulosa,2,270,2/3/2005,1,South and Palfrey
Acropora,Acropora digitifera,2,270,2/3/2005,1,South and Palfrey
Acropora,Acropora nasuta,10,270,2/3/2005,1,South and Palfrey
Acropora,Acropora valida,12,270,2/3/2005,1,South and Palfrey
Acropora,Acropora lutkeni,1,270,2/3/2005,1,South and Palfrey
Acropora,Acropora muricata,2,270,2/3/2005,1,South and Palfrey
Acropora,Acropora intermedia,5,270,2/3/2005,1,South and Palfrey
Acropora,Acropora yongei,3,270,2/3/2005,1,South and Palfrey
Acropora,Acropora spathulata,5,270,2/3/2005,1,South and Palfrey
Acropora,Acropora sarmentosa,1,270,2/3/2005,1,South and Palfrey
Acropora,Acropora hyacinthus,30,270,2/3/2005,1,South and Palfrey
Acropora,Acropora cytherea,1,270,2/3/2005,1,South and Palfrey
Acropora,Acropora loripes,1,270,2/3/2005,1,South and Palfrey
Acropora,Acropora palifera,1,270,2/3/2005,1,South and Palfrey
Acropora,Acropora cuneata,29,270,2/3/2005,1,South and Palfrey
Acropora,Acropora florida,1,270,2/3/2005,1,South and Palfrey
